Drugs,LSM_ID,LINK2,Drug_Repurposing_Hub,CLUE,Manual
azacitidine,LSM-45701,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45701'>LSM-45701</a>,DNA methyltransferase inhibitor,DNA methyltransferase inhibitor,N/A
azacitidine,LSM-5218,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5218'>LSM-5218</a>,DNA methyltransferase inhibitor,DNA methyltransferase inhibitor,N/A
azathioprine,LSM-42936,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-42936'>LSM-42936</a>,#N/A,#N/A,#N/A
AZD-1208,LSM-45651,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45651'>LSM-45651</a>,#N/A,#N/A,#N/A
AZD-1480,LSM-45764,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45764'>LSM-45764</a>,N/A,N/A,Potent and selective JAK2 inhibitor; antiangiogenic
AZD-1480,LSM-1140,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1140'>LSM-1140</a>,N/A,N/A,Potent and selective JAK2 inhibitor; antiangiogenic
AZD-1981,LSM-45513,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45513'>LSM-45513</a>,#N/A,#N/A,#N/A
AZD-2014,LSM-45472,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45472'>LSM-45472</a>,#N/A,#N/A,#N/A
AZD-3514,LSM-45831,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45831'>LSM-45831</a>,#N/A,#N/A,#N/A
AZD-4547,LSM-6308,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6308'>LSM-6308</a>,#N/A,#N/A,#N/A
AZD-5363,LSM-45868,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45868'>LSM-45868</a>,#N/A,#N/A,#N/A
AZD-5438,LSM-1159,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1159'>LSM-1159</a>,CDK inhibitor,N/A,N/A
AZD-6482,LSM-1059,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1059'>LSM-1059</a>,PI3K inhibitor,PI3K inhibitor,N/A
AZD-7545,LSM-45675,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45675'>LSM-45675</a>,#N/A,#N/A,#N/A
AZD-7687,LSM-45251,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45251'>LSM-45251</a>,#N/A,#N/A,#N/A
AZD-7762,#N/A,#N/A,N/A,CHK inhibitor,Potent and selective ATP-competitive inhibitor of Chk1 and Chk2
AZD-7762,LSM-1006,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1006'>LSM-1006</a>,N/A,CHK inhibitor,Potent and selective ATP-competitive inhibitor of Chk1 and Chk2
AZD-7762,LSM-45536,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45536'>LSM-45536</a>,N/A,CHK inhibitor,Potent and selective ATP-competitive inhibitor of Chk1 and Chk2
AZD-8055,LSM-1007,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1007'>LSM-1007</a>,mTOR inhibitor,MTOR inhibitor,N/A
AZD-8330,LSM-1165,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1165'>LSM-1165</a>,MEK inhibitor,N/A,N/A
AZD-8931,LSM-45462,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45462'>LSM-45462</a>,#N/A,#N/A,#N/A
AZD-9668,LSM-45793,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45793'>LSM-45793</a>,#N/A,#N/A,#N/A
azelaic-acid,LSM-45550,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45550'>LSM-45550</a>,#N/A,#N/A,#N/A
azelastine,LSM-5127,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5127'>LSM-5127</a>,#N/A,#N/A,#N/A
azithromycin,LSM-5821,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5821'>LSM-5821</a>,#N/A,#N/A,#N/A
baicalin,LSM-45971,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45971'>LSM-45971</a>,#N/A,#N/A,#N/A
balaglitazone,LSM-45744,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45744'>LSM-45744</a>,#N/A,#N/A,#N/A
balapiravir,LSM-45905,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45905'>LSM-45905</a>,#N/A,#N/A,#N/A
balicatib,LSM-45647,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45647'>LSM-45647</a>,#N/A,#N/A,#N/A
balsalazide,LSM-5532,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5532'>LSM-5532</a>,#N/A,#N/A,#N/A
bambuterol,LSM-4346,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4346'>LSM-4346</a>,#N/A,#N/A,#N/A
barasertib,LSM-45885,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45885'>LSM-45885</a>,Aurora kinase inhibitor,Aurora kinase inhibitor,N/A
barasertib-HQPA,LSM-1067,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1067'>LSM-1067</a>,#N/A,#N/A,#N/A
bardoxolone-methyl,LSM-45471,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45471'>LSM-45471</a>,#N/A,#N/A,#N/A
baricitinib,LSM-6709,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6709'>LSM-6709</a>,#N/A,#N/A,#N/A
basimglurant,LSM-45680,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45680'>LSM-45680</a>,#N/A,#N/A,#N/A
batimastat,LSM-6276,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6276'>LSM-6276</a>,#N/A,#N/A,#N/A
bavisant,LSM-45666,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45666'>LSM-45666</a>,#N/A,#N/A,#N/A
BAY-87-2243,LSM-45786,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45786'>LSM-45786</a>,#N/A,#N/A,#N/A
BAY-K8644,LSM-22627,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-22627'>LSM-22627</a>,#N/A,#N/A,#N/A
bazedoxifene,LSM-45508,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45508'>LSM-45508</a>,#N/A,#N/A,#N/A
BCI-540,LSM-45708,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45708'>LSM-45708</a>,#N/A,#N/A,#N/A
beclomethasone-dipropionate,LSM-45855,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45855'>LSM-45855</a>,#N/A,#N/A,#N/A
belinostat,LSM-43181,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43181'>LSM-43181</a>,HDAC inhibitor,HDAC inhibitor,N/A
bemegride,LSM-2325,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2325'>LSM-2325</a>,#N/A,#N/A,#N/A
benazepril,LSM-5609,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5609'>LSM-5609</a>,#N/A,#N/A,#N/A
bendamustine,LSM-45554,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45554'>LSM-45554</a>,#N/A,#N/A,#N/A
bendroflumethiazide,LSM-1816,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1816'>LSM-1816</a>,#N/A,#N/A,#N/A
benfluorex,LSM-4365,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4365'>LSM-4365</a>,#N/A,#N/A,#N/A
benzamil,LSM-3945,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3945'>LSM-3945</a>,#N/A,#N/A,#N/A
benzbromarone,LSM-2239,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2239'>LSM-2239</a>,#N/A,#N/A,#N/A
benzotript,LSM-45676,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45676'>LSM-45676</a>,#N/A,#N/A,#N/A
benzthiazide,LSM-2474,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2474'>LSM-2474</a>,#N/A,#N/A,#N/A
benzydamine,LSM-5423,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5423'>LSM-5423</a>,#N/A,#N/A,#N/A
benzylpenicillin,LSM-3229,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3229'>LSM-3229</a>,#N/A,#N/A,#N/A
bepotastine,LSM-45480,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45480'>LSM-45480</a>,#N/A,#N/A,#N/A
berberine,LSM-6553,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6553'>LSM-6553</a>,#N/A,#N/A,#N/A
betahistine,LSM-4044,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4044'>LSM-4044</a>,#N/A,#N/A,#N/A
betrixaban,LSM-45445,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45445'>LSM-45445</a>,#N/A,#N/A,#N/A
betulinic-acid,LSM-45415,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45415'>LSM-45415</a>,#N/A,#N/A,#N/A
bevirimat-dimeglumine,LSM-45795,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45795'>LSM-45795</a>,#N/A,#N/A,#N/A
bexarotene,LSM-45378,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45378'>LSM-45378</a>,#N/A,#N/A,#N/A
bezafibrate,LSM-3015,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3015'>LSM-3015</a>,#N/A,#N/A,#N/A
BGT-226,LSM-6710,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6710'>LSM-6710</a>,#N/A,#N/A,#N/A
BI-2536,#N/A,#N/A,PLK inhibitor,PLK inhibitor,N/A
BI-2536,LSM-1041,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1041'>LSM-1041</a>,PLK inhibitor,PLK inhibitor,N/A
BIBX-1382,LSM-3584,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3584'>LSM-3584</a>,#N/A,#N/A,#N/A
bicalutamide,LSM-1437,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1437'>LSM-1437</a>,#N/A,#N/A,#N/A
bifemelane,LSM-2413,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2413'>LSM-2413</a>,#N/A,#N/A,#N/A
bifonazole,LSM-5184,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5184'>LSM-5184</a>,#N/A,#N/A,#N/A
BIIB-021,LSM-5627,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5627'>LSM-5627</a>,#N/A,#N/A,#N/A
bimatoprost,LSM-45826,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45826'>LSM-45826</a>,#N/A,#N/A,#N/A
bindarit,LSM-45435,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45435'>LSM-45435</a>,#N/A,#N/A,#N/A
binimetinib,LSM-45640,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45640'>LSM-45640</a>,#N/A,#N/A,#N/A
biperiden,LSM-1235,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1235'>LSM-1235</a>,#N/A,#N/A,#N/A
birinapant,LSM-45858,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45858'>LSM-45858</a>,#N/A,#N/A,#N/A
bisindolylmaleimide,LSM-2677,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2677'>LSM-2677</a>,#N/A,#N/A,#N/A
bisoprolol,LSM-1886,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1886'>LSM-1886</a>,#N/A,#N/A,#N/A
bitopertin,LSM-45785,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45785'>LSM-45785</a>,#N/A,#N/A,#N/A
BIX-01294,LSM-4571,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4571'>LSM-4571</a>,histone lysine methyltransferase inhibitor,Histone lysine methyltransferase inhibitor,N/A
BIX-01338,LSM-4923,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4923'>LSM-4923</a>,#N/A,#N/A,#N/A
BIX-02189,LSM-1164,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1164'>LSM-1164</a>,MEK inhibitor,N/A,N/A
blonanserin,LSM-45717,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45717'>LSM-45717</a>,#N/A,#N/A,#N/A
BMS-299897,LSM-6207,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6207'>LSM-6207</a>,#N/A,#N/A,#N/A
BMS-345541,LSM-1028,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1028'>LSM-1028</a>,IKK inhibitor,IKK inhibitor,N/A
BMS-387032,LSM-1132,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1132'>LSM-1132</a>,"CDK inhibitor, cell cycle inhibitor, MCL1 inhibitor",N/A,N/A
BMS-509744,LSM-1137,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1137'>LSM-1137</a>,#N/A,#N/A,#N/A
BMS-599626,LSM-45494,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45494'>LSM-45494</a>,#N/A,#N/A,#N/A
BMS-707035,LSM-45501,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45501'>LSM-45501</a>,#N/A,#N/A,#N/A
BMS-777607,LSM-1144,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1144'>LSM-1144</a>,"AXL kinase inhibitor, c-Met inhibitor, FLT3 inhibitor, hepatocyte growth factor receptor inhibitor, macrophage migration inhibiting factor inhibitor, tyrosine kinase inhibitor",N/A,N/A
BMS-927711,LSM-45712,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45712'>LSM-45712</a>,#N/A,#N/A,#N/A
BMY-14802,LSM-1339,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1339'>LSM-1339</a>,#N/A,#N/A,#N/A
bopindolol,LSM-45796,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45796'>LSM-45796</a>,#N/A,#N/A,#N/A
bortezomib,LSM-6281,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6281'>LSM-6281</a>,#N/A,#N/A,#N/A
bortezomib,LSM-6281,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6281'>LSM-6281</a>,#N/A,#N/A,#N/A
bosentan,LSM-5825,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5825'>LSM-5825</a>,#N/A,#N/A,#N/A
bosutinib,LSM-1190,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1190'>LSM-1190</a>,"Abl kinase inhibitor, Bcr-Abl kinase inhibitor, src inhibitor",ABL inhibitor,N/A
BRD-K73261812,LSM-6267,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6267'>LSM-6267</a>,#N/A,#N/A,#N/A
brequinar,LSM-45952,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45952'>LSM-45952</a>,#N/A,#N/A,#N/A
bretazenil,LSM-45874,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45874'>LSM-45874</a>,#N/A,#N/A,#N/A
brexpiprazole,LSM-45790,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45790'>LSM-45790</a>,#N/A,#N/A,#N/A
brivanib,LSM-5421,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5421'>LSM-5421</a>,"FGFR inhibitor, VEGFR inhibitor",FGFR inhibitor,N/A
brivanib,LSM-1178,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1178'>LSM-1178</a>,"FGFR inhibitor, VEGFR inhibitor",FGFR inhibitor,N/A
brivudine,LSM-45383,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45383'>LSM-45383</a>,#N/A,#N/A,#N/A
bromocriptine,LSM-1817,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1817'>LSM-1817</a>,#N/A,#N/A,#N/A
bropirimine,LSM-45243,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45243'>LSM-45243</a>,#N/A,#N/A,#N/A
broxuridine,LSM-45493,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45493'>LSM-45493</a>,#N/A,#N/A,#N/A
bruceantin,LSM-45541,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45541'>LSM-45541</a>,#N/A,#N/A,#N/A
BS-181,LSM-6305,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-6305'>LSM-6305</a>,CDK inhibitor,N/A,N/A
BTS-54505,LSM-45426,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45426'>LSM-45426</a>,#N/A,#N/A,#N/A
bucladesine,LSM-1341,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1341'>LSM-1341</a>,#N/A,#N/A,#N/A
budipine,LSM-45817,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45817'>LSM-45817</a>,#N/A,#N/A,#N/A
buflomedil,LSM-5365,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5365'>LSM-5365</a>,#N/A,#N/A,#N/A
bumetanide,LSM-2848,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2848'>LSM-2848</a>,#N/A,#N/A,#N/A
buparlisib,LSM-1148,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1148'>LSM-1148</a>,PI3K inhibitor,N/A,N/A
bupivacaine,LSM-4301,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4301'>LSM-4301</a>,#N/A,#N/A,#N/A
bupropion,LSM-1267,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1267'>LSM-1267</a>,#N/A,#N/A,#N/A
buspirone,LSM-4105,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4105'>LSM-4105</a>,#N/A,#N/A,#N/A
busulfan,LSM-5388,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5388'>LSM-5388</a>,#N/A,#N/A,#N/A
butaclamol,LSM-45722,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45722'>LSM-45722</a>,#N/A,#N/A,#N/A
butoconazole,LSM-1344,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1344'>LSM-1344</a>,#N/A,#N/A,#N/A
butorphanol-(+)-tartrate,LSM-45696,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45696'>LSM-45696</a>,#N/A,#N/A,#N/A
BVD-523,LSM-45974,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45974'>LSM-45974</a>,#N/A,#N/A,#N/A
BX-795,LSM-1189,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1189'>LSM-1189</a>,IKK inhibitor,IKK inhibitor,N/A
BX-912,LSM-1055,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1055'>LSM-1055</a>,pyruvate dehydrogenase kinase inhibitor,Pyruvate dehydrogenase kinase inhibitor,N/A
BRD-K68548958,LSM-43281,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43281'>LSM-43281</a>,#N/A,#N/A,#N/A
trehalose,LSM-37121,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-37121'>LSM-37121</a>,#N/A,#N/A,#N/A
cabazitaxel,LSM-46002,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-46002'>LSM-46002</a>,#N/A,#N/A,#N/A
cabergoline,LSM-3939,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3939'>LSM-3939</a>,#N/A,#N/A,#N/A
cabozantinib,LSM-1195,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1195'>LSM-1195</a>,"RET tyrosine kinase inhibitor, VEGFR inhibitor",N/A,N/A
caffeine,LSM-2026,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2026'>LSM-2026</a>,#N/A,#N/A,#N/A
calcitriol,LSM-45950,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45950'>LSM-45950</a>,#N/A,#N/A,#N/A
calpeptin,LSM-4488,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4488'>LSM-4488</a>,#N/A,#N/A,#N/A
camicinal,LSM-45854,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45854'>LSM-45854</a>,#N/A,#N/A,#N/A
camostat-mesilate,LSM-45240,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45240'>LSM-45240</a>,#N/A,#N/A,#N/A
camptothecin,LSM-4611,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-4611'>LSM-4611</a>,#N/A,#N/A,#N/A
canagliflozin,LSM-45965,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45965'>LSM-45965</a>,#N/A,#N/A,#N/A
candesartan,LSM-5903,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5903'>LSM-5903</a>,#N/A,#N/A,#N/A
canertinib,LSM-1120,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1120'>LSM-1120</a>,EGFR inhibitor,EGFR inhibitor,N/A
capecitabine,LSM-45531,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45531'>LSM-45531</a>,#N/A,#N/A,#N/A
capsaicin,LSM-43180,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-43180'>LSM-43180</a>,#N/A,#N/A,#N/A
carbachol,LSM-5827,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5827'>LSM-5827</a>,#N/A,#N/A,#N/A
carbamazepine,LSM-3610,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-3610'>LSM-3610</a>,#N/A,#N/A,#N/A
carbenoxolone,LSM-1963,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1963'>LSM-1963</a>,#N/A,#N/A,#N/A
carbimazole,LSM-5930,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5930'>LSM-5930</a>,#N/A,#N/A,#N/A
carfilzomib,LSM-45547,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45547'>LSM-45547</a>,#N/A,#N/A,#N/A
carglumic-acid,LSM-45453,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45453'>LSM-45453</a>,#N/A,#N/A,#N/A
cariporide,LSM-45738,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45738'>LSM-45738</a>,#N/A,#N/A,#N/A
cariprazine,LSM-45253,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45253'>LSM-45253</a>,#N/A,#N/A,#N/A
carisoprodol,LSM-5197,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5197'>LSM-5197</a>,#N/A,#N/A,#N/A
carprofen,LSM-1350,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1350'>LSM-1350</a>,#N/A,#N/A,#N/A
carvedilol,LSM-1310,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1310'>LSM-1310</a>,#N/A,#N/A,#N/A
castanospermine,LSM-45891,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45891'>LSM-45891</a>,#N/A,#N/A,#N/A
CB-10-277-(free-acid),LSM-45552,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45552'>LSM-45552</a>,#N/A,#N/A,#N/A
CC-401,LSM-1186,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1186'>LSM-1186</a>,JNK inhibitor,N/A,N/A
CC-930,LSM-45244,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45244'>LSM-45244</a>,#N/A,#N/A,#N/A
cediranib,LSM-5926,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5926'>LSM-5926</a>,#N/A,#N/A,#N/A
cefdinir,LSM-5216,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5216'>LSM-5216</a>,#N/A,#N/A,#N/A
cefepime,LSM-45262,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45262'>LSM-45262</a>,#N/A,#N/A,#N/A
cefoperazone,LSM-15520,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-15520'>LSM-15520</a>,#N/A,#N/A,#N/A
cefotetan,LSM-45671,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45671'>LSM-45671</a>,#N/A,#N/A,#N/A
cefozopran,LSM-45260,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45260'>LSM-45260</a>,#N/A,#N/A,#N/A
celastrol,LSM-5006,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-5006'>LSM-5006</a>,N/A,Anti-inflammatory,Inhibits TNF-_-induced NF-_B activation
celecoxib,LSM-2032,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-2032'>LSM-2032</a>,#N/A,#N/A,#N/A
CEP-32496,LSM-45568,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45568'>LSM-45568</a>,#N/A,#N/A,#N/A
CEP-37440,LSM-45849,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45849'>LSM-45849</a>,#N/A,#N/A,#N/A
cepharanthine,LSM-45918,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45918'>LSM-45918</a>,#N/A,#N/A,#N/A
cevimeline,LSM-45454,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-45454'>LSM-45454</a>,#N/A,#N/A,#N/A
CG-930,LSM-1058,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1058'>LSM-1058</a>,N/A,N/A,"NDRI, nicotinic antagonist"
CGK-733,LSM-1610,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1610'>LSM-1610</a>,"ATM kinase inhibitor, ATR kinase inhibitor",N/A,N/A
CGP-12177,LSM-1474,<a href='http://lincsportal.ccs.miami.edu/SmallMolecules/view/LSM-1474'>LSM-1474</a>,#N/A,#N/A,#N/A
